"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size_training","batching_strategy","command","context_length","dataset","gamma","gradient_accumulation_steps","gradient_clipping","gradient_clipping_threshold","lora_alpha","lora_ckpt_path","lora_dropout","lora_r","lr","max_eval_step","max_train_step","method","metric.goal","metric.name","model_name","model_type","num_epochs","num_experts","num_experts_per_tok","num_workers_dataloader","output_dir","parameters.batch_size_training","parameters.batching_strategy","parameters.context_length","parameters.dataset","parameters.gamma","parameters.gradient_accumulation_steps","parameters.gradient_accumulation_stepss","parameters.gradient_clipping","parameters.gradient_clipping_threshold","parameters.lora_alpha","parameters.lora_alphas","parameters.lora_dropout","parameters.lora_r","parameters.lora_targets","parameters.lrs","parameters.max_eval_step","parameters.max_train_step","parameters.model_type","parameters.num_epochs","parameters.num_experts","parameters.num_expertss","parameters.num_experts_per_tok","parameters.num_experts_per_toks","parameters.num_workers_dataloader","parameters.output_dir","parameters.penalty_alpha","parameters.penalty_alphas","parameters.project","parameters.quant_type","parameters.run_validation","parameters.save_metrics","parameters.save_model","parameters.seed","parameters.use_moe","parameters.use_profiler","parameters.use_wandb","parameters.val_batch_size","parameters.weight_decay","penalty_alpha","profiler_dir","program","project","quant_type","run_validation","save_metrics","save_model","seed","use_moe","use_profiler","use_wandb","val_batch_size","weight_decay","parameters.lr","avg_checkpoint_time","avg_epoch_time","avg_eval_loss","avg_eval_prep","avg_train_loss","avg_train_prep","eval/loss","eval/perplexity","train/epoch","train/loss","train/step","lora_target"
"classic-sweep-4","finished","-","","","2024-06-28T10:19:27.000Z","14877","9sdy4blz","1","padding","","8192","cust_support","0.1","128","false","1","192","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.000001374981366097927","11427.055861889035","0.6079608798027039","1.8366824388504028","0.002609224058687687","1.0026127099990845","0.6079608798027039","1.8366824388504028","1","0.004705672152340412","9999","[""all_linear""]"
"bright-sweep-1","finished","-","","","2024-06-30T14:26:24.000Z","14016","qjeiljxi","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","1","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000022599997464567423","10760.659291705","0.6082853078842163","1.8372783660888672","0.005013040732592344","1.0050256252288818","0.6082853078842163","1.8372783660888672","1","0.010001543909311296","9999","[""all_linear"",""output""]"
"scarlet-sweep-6","finished","-","","","2024-07-05T23:52:45.000Z","13593","rutbpbeo","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","4","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","","","llama3_hyperparameter_search","nf4","true","false","false","1","true","","true","2","0","","0.0000017959973774850368","11477.87664207595","0.6083483695983887","1.837394118309021","0.005145122297108173","1.0051584243774414","0.6083483695983887","1.837394118309021","1","0.009720456786453724","9999","[""ffn""]"
"dark-sweep-2","finished","-","","","2024-06-27T20:25:55.000Z","25326","9sdy4blz","1","padding","","8192","cust_support","0.1","32","false","1","48","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","8","3","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000012390082702040672","19769.33322093496","0.6086575984954834","1.8379625082015991","0.01141760591417551","1.011483073234558","0.6086575984954834","1.8379625082015991","1","0.024205897003412247","9999","[""ffn""]"
"sweet-sweep-5","finished","-","","","2024-07-01T12:30:50.000Z","14013","qjeiljxi","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","1","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000015299883671104908","10655.041376383017","0.6093161106109619","1.8391731977462769","0.005022854544222355","1.0050355195999146","0.6093161106109619","1.8391731977462769","1","0.009499569423496723","9999","[""all_linear""]"
"eternal-sweep-3","finished","-","","","2024-06-30T22:38:21.000Z","23876","qjeiljxi","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","8","1","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000014310062397271397","18440.537392177008","0.6096680164337158","1.8398205041885376","0.00499020516872406","1.005002737045288","0.6096680164337158","1.8398205041885376","1","0.010041657835245132","9999","[""all_linear"",""output""]"
"warm-sweep-5","finished","-","","","2024-06-28T14:27:27.000Z","15043","9sdy4blz","1","padding","","8192","cust_support","0.1","32","false","1","192","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000015560071915388107","11719.633808720972","0.6124876141548157","1.845015287399292","0.009905679151415823","1.0099549293518066","0.6124876141548157","1.845015287399292","1","0.021588405594229695","9999","[""ffn""]"
"glamorous-sweep-3","finished","-","","","2024-06-29T22:47:12.000Z","14436","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.000003501001629047096","11097.581625163992","0.6175504922866821","1.8543801307678225","0.0051891012117266655","1.0052026510238647","0.6175504922866821","1.8543801307678225","1","0.010705338791012764","9999","[""all_linear"",""embed"",""output""]"
"golden-sweep-3","finished","-","","","2024-06-28T03:28:07.000Z","24676","9sdy4blz","1","padding","","8192","cust_support","0.1","128","false","1","48","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.00000196695327758789","19103.92247998796","0.6256232261657715","1.8694106340408323","0.002731089945882559","1.002734899520874","0.6256232261657715","1.8694106340408323","1","0.004781187511980534","9999","[""all_linear""]"
"honest-sweep-1","finished","-","","","2024-06-27T15:56:41.000Z","16152","9sdy4blz","1","padding","","8192","cust_support","0.1","128","false","1","48","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000017770216800272465","12297.665821422996","0.6452046632766724","1.906377196311951","0.0032205909956246614","1.003225803375244","0.6452046632766724","1.906377196311951","1","0.005824699066579342","9999","[""ffn""]"
"fast-sweep-1","finished","-","","","2024-06-29T13:23:44.000Z","19962","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.001","10000","10000","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.00000183499651029706","15559.214457235998","0.6956547498703003","2.005021572113037","0.005718813743442297","1.0057352781295776","0.6956547498703003","2.005021572113037","1","0.01233755424618721","9999","[""ffn""]"
"flowing-sweep-4","finished","-","","","2024-06-30T02:47:52.000Z","21322","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.001","10000","10000","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.0000019089929992333055","16529.825117169996","0.7654308080673218","2.1499204635620117","0.016868457198143005","1.0170115232467651","0.7654308080673218","2.1499204635620117","1","0.013287163339555264","9999","[""all_linear""]"
"good-sweep-6","finished","-","","","2024-06-28T19:11:31.000Z","23658","9sdy4blz","1","padding","","8192","cust_support","0.1","128","false","1","48","","0.1","16","0.00001","10000","10000","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.000004569999873638153","18329.613799727","0.9412384033203124","2.5631537437438965","0.004227058496326208","1.0042359828948977","0.9412384033203124","2.5631537437438965","1","0.007008968386799097","9999","[""ffn""]"
"earnest-sweep-5","finished","-","","","2024-06-30T08:43:18.000Z","13939","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.000002515997039154172","10704.732334728991","1.0346242189407349","2.8140485286712646","0.01894224062561989","1.0191227197647097","1.0346242189407349","2.8140485286712646","1","0.015249762684106829","9999","[""all_linear"",""embed"",""output""]"
"firm-sweep-2","finished","-","","","2024-06-29T18:56:28.000Z","13836","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.001","10000","10000","","","","llama3_8b","instruct","1","4","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","0.000002058004611171782","10604.783190992996","1.0346242189407349","2.8140485286712646","0.01894224062561989","1.0191227197647097","1.0346242189407349","2.8140485286712646","1","0.015249762684106829","9999","[""all_linear"",""embed"",""output""]"
"genial-sweep-1","finished","-","","","2024-06-30T14:23:47.000Z","79","","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","8","1","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","","","","","","","","","","","","[""all_linear"",""output""]"
"sweepy-sweep-6","crashed","-","","","2024-07-01T16:24:28.000Z","12645","qjeiljxi","1","padding","","8192","cust_support","0.1","64","false","1","128","","0.1","16","0.0001","10000","10000","","","","llama3_8b","instruct","1","4","4","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","","","","","","","","","1","0.00987944658845663","9999","[""all_linear""]"
"lucky-sweep-6","crashed","-","","","2024-06-30T12:35:41.000Z","6453","agicnf28","1","padding","","8192","cust_support","0.1","64","false","1","64","","0.1","16","0.001","10000","10000","","","","llama3_8b","instruct","1","8","2","1","parameter_tuning/llama3_4bit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","testrun/profiler/results","","llama3_hyperparameter_search","nf4","true","false","false","1","true","false","true","1","0","","","","","","","","","","1","0.04555165767669678","3739","[""all_linear"",""embed"",""output""]"
